date,num_clients,num_clients_lag_7,federal_holiday,big_holiday_before,big_holiday,big_holiday_after,num_sessions,total_traffic,community_event_count,community_event,community_gingerbread_express,community_holiday_market,wu_temp_high,wu_temp_avg,wu_temp_low,wu_humid_high,wu_humid_avg,wu_humid_low,wu_wind_high,wu_wind_avg,wu_precip,wu_event_fog,wu_event_rain,wu_event_snow,wu_event_hail,wu_event_thunderstorm,wu_event_sum,bb_cumulative_wins,bb_game,day_of_week_fri,day_of_week_mon,day_of_week_sat,day_of_week_sun,day_of_week_thu,day_of_week_tue,day_of_week_wed,quarter_q1,quarter_q2,quarter_q3,quarter_q4,bb_game_type_conference_tourney,bb_game_type_ncaa_tourney,bb_game_type_pre_season,bb_game_type_regular_season,bb_location_away,bb_location_home,bb_location_neutral,bb_ranked_opponent_False,bb_ranked_opponent_True,bb_game_result_loss,bb_game_result_win,bb_close_game_False,bb_close_game_True,wu_temp_high_sq,wu_temp_avg_sq,wu_temp_low_sq,wu_humid_high_sq,wu_humid_avg_sq,wu_humid_low_sq,wu_wind_high_sq,wu_wind_avg_sq,wu_precip_sq,num_sessions_lag_7,total_traffic_lag_7
2017-03-21,119.0,63.0,False,False,False,False,924.0,3053676.6579643996,0,False,0,0,69,57,45,82,62,42,10,4,0.0,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,3249,2025,6724,3844,1764,100,16,0.0,380.0,1137202.062215
2017-03-22,103.0,75.0,False,False,False,False,619.0,715527.9644511,1,True,0,0,58,47,36,51,34,17,23,10,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,2209,1296,2601,1156,289,529,100,0.0,368.0,3697419.3776444
2017-03-23,87.0,107.0,False,False,False,False,641.0,1631356.58663,1,True,0,0,52,40,27,42,31,19,13,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,1600,729,1764,961,361,169,25,0.0,703.0,8058509.6525
2017-03-24,149.0,113.0,False,False,False,False,1050.0,2516846.364056,1,True,0,0,70,53,35,70,51,31,18,10,0.0,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,2809,1225,4900,2601,961,324,100,0.0,791.0,1324629.333387
2017-03-25,215.0,130.0,False,False,False,False,2002.0,7625055.573488899,2,True,0,0,81,68,55,72,54,35,16,8,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4624,3025,5184,2916,1225,256,64,0.0,855.0,4457747.342642
2017-03-26,99.0,81.0,False,False,False,False,713.0,2449732.83548,2,True,0,0,63,57,50,93,79,65,17,8,0.03,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,3249,2500,8649,6241,4225,289,64,0.0009,649.0,1637343.57346
2017-03-27,120.0,100.0,False,False,False,False,892.0,1959716.9779220002,0,False,0,0,78,64,50,100,74,48,18,6,0.03,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4096,2500,10000,5476,2304,324,36,0.0009,769.0,2574671.6447400004
2017-03-28,91.0,119.0,False,False,False,False,743.0,1293691.4488,0,False,0,0,75,66,57,97,72,46,14,5,0.37,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,4356,3249,9409,5184,2116,196,25,0.1369,924.0,3053676.6579643996
2017-03-29,156.0,103.0,False,False,False,False,1316.0,6387122.06238,0,False,0,0,72,63,54,86,61,35,13,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,3969,2916,7396,3721,1225,169,25,0.0,619.0,715527.9644511
2017-03-30,96.0,87.0,False,False,False,False,624.0,2470690.133471,0,False,0,0,56,53,50,71,59,46,13,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,2809,2500,5041,3481,2116,169,36,0.0,641.0,1631356.58663
2017-03-31,116.0,149.0,False,False,False,False,901.0,2768258.8444000003,0,False,0,0,61,54,46,100,83,66,15,4,1.15,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3721,2916,2116,10000,6889,4356,225,16,1.3224999999999998,1050.0,2516846.364056
2017-04-01,180.0,215.0,False,False,False,False,1413.0,6446186.950599999,0,False,0,0,68,59,49,77,59,40,18,8,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,3481,2401,5929,3481,1600,324,64,0.0,2002.0,7625055.573488899
2017-04-02,113.0,99.0,False,False,False,False,994.0,4866343.254,1,True,0,0,67,54,41,82,54,26,13,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4489,2916,1681,6724,2916,676,169,9,0.0,713.0,2449732.83548
2017-04-03,61.0,120.0,False,False,False,False,611.0,1449960.1067199996,0,False,0,0,62,54,45,93,72,50,18,8,0.38,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,2916,2025,8649,5184,2500,324,64,0.1444,892.0,1959716.9779220002
2017-04-04,141.0,91.0,False,False,False,False,1466.0,3741029.262501,0,False,0,0,81,68,55,100,64,28,17,8,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4624,3025,10000,4096,784,289,64,0.0,743.0,1293691.4488
2017-04-05,157.0,156.0,False,False,False,False,1540.0,6321414.8262,0,False,0,0,78,67,55,72,50,28,20,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4489,3025,5184,2500,784,400,36,0.0,1316.0,6387122.06238
2017-04-06,92.0,96.0,False,False,False,False,692.0,2224795.3066,0,False,0,0,66,58,49,93,68,42,18,7,0.58,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,3364,2401,8649,4624,1764,324,49,0.3364,624.0,2470690.133471
2017-04-07,106.0,116.0,False,False,False,False,783.0,1914832.213286,0,False,0,0,51,46,41,54,44,33,20,9,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,2116,1681,2916,1936,1089,400,81,0.0,901.0,2768258.8444000003
2017-04-08,172.0,180.0,False,False,False,False,1408.0,4585209.173412,1,True,0,0,69,54,38,48,31,14,13,5,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,2916,1444,2304,961,196,169,25,0.0,1413.0,6446186.950599999
2017-04-09,175.0,113.0,False,False,False,False,1328.0,5506459.87553,0,False,0,0,75,56,37,70,44,17,16,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,3136,1369,4900,1936,289,256,25,0.0,994.0,4866343.254
2017-04-10,177.0,61.0,False,False,False,False,1710.0,8236518.4,1,True,0,0,81,65,48,54,39,23,17,10,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4225,2304,2916,1521,529,289,100,0.0,611.0,1449960.1067199996
2017-04-11,171.0,141.0,False,False,False,False,1472.0,4639124.4800970005,1,True,0,0,87,72,57,67,46,24,17,8,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5184,3249,4489,2116,576,289,64,0.0,1466.0,3741029.262501
2017-04-12,228.0,157.0,False,False,False,False,1692.0,5744622.36441,1,True,0,0,82,71,60,72,50,28,10,4,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5041,3600,5184,2500,784,100,16,0.0,1540.0,6321414.8262
2017-04-13,277.0,92.0,False,False,False,False,2782.0,9855034.02764,1,True,0,0,76,65,54,54,39,23,14,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776,4225,2916,2916,1521,529,196,25,0.0,692.0,2224795.3066
2017-04-14,338.0,106.0,False,False,False,False,3503.0,7859787.093156,1,True,0,0,77,64,51,71,54,36,14,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,4096,2601,5041,2916,1296,196,25,0.0,783.0,1914832.213286
2017-04-15,294.0,172.0,False,False,False,False,2761.0,6477316.55055,2,True,0,0,83,69,54,72,57,42,14,5,0.0,0,0,0,0,1,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,4761,2916,5184,3249,1764,196,25,0.0,1408.0,4585209.173412
2017-04-16,146.0,175.0,False,False,False,False,1444.0,4269992.9598,1,True,0,0,88,75,61,84,56,27,20,8,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5625,3721,7056,3136,729,400,64,0.0,1328.0,5506459.87553
2017-04-17,140.0,177.0,False,False,False,False,1149.0,7343924.9062600015,0,False,0,0,77,67,56,87,67,46,10,4,0.07,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,4489,3136,7569,4489,2116,100,16,0.004900000000000001,1710.0,8236518.4
2017-04-18,163.0,171.0,False,False,False,False,1311.0,5490545.208699998,0,False,0,0,75,63,50,93,61,29,15,7,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,3969,2500,8649,3721,841,225,49,0.0,1472.0,4639124.4800970005
2017-04-19,103.0,228.0,False,False,False,False,901.0,3793905.2084800005,0,False,0,0,59,55,51,93,68,43,14,5,0.08,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,3025,2601,8649,4624,1849,196,25,0.0064,1692.0,5744622.36441
2017-04-20,206.0,277.0,False,False,False,False,2244.0,3844429.36867,1,True,0,0,86,71,55,100,72,44,16,6,0.22,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5041,3025,10000,5184,1936,256,36,0.0484,2782.0,9855034.02764
2017-04-21,264.0,338.0,False,False,False,False,2459.0,5372693.618159999,0,False,0,0,88,75,62,93,65,36,16,4,0.06,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5625,3844,8649,4225,1296,256,16,0.0036,3503.0,7859787.093156
2017-04-22,130.0,294.0,False,False,False,False,872.0,3637677.5116,0,False,0,0,72,61,50,93,78,63,16,5,0.31,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,3721,2500,8649,6084,3969,256,25,0.0961,2761.0,6477316.55055
2017-04-23,101.0,146.0,False,False,False,False,891.0,3559726.6487,0,False,0,0,58,54,49,96,76,55,15,6,0.05,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,2916,2401,9216,5776,3025,225,36,0.0025000000000000005,1444.0,4269992.9598
2017-04-24,46.0,140.0,False,False,False,False,317.0,769492.7644488891,0,False,0,0,54,51,48,93,91,89,21,13,0.75,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,2601,2304,8649,8281,7921,441,169,0.5625,1149.0,7343924.9062600015
2017-04-25,100.0,163.0,False,False,False,False,773.0,2511935.14712,0,False,0,0,62,57,52,96,90,84,24,10,0.2,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,3249,2704,9216,8100,7056,576,100,0.040000000000000015,1311.0,5490545.208699998
2017-04-26,217.0,103.0,False,False,False,False,1986.0,6824683.519986,0,False,0,0,81,67,52,100,75,49,10,4,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4489,2704,10000,5625,2401,100,16,0.0,901.0,3793905.2084800005
2017-04-27,201.0,206.0,False,False,False,False,1819.0,3398633.24446,0,False,0,0,84,70,56,100,71,42,24,7,0.1,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,4900,3136,10000,5041,1764,576,49,0.010000000000000002,2244.0,3844429.36867
2017-04-28,317.0,264.0,False,False,False,False,2868.0,6793932.2313,0,False,0,0,86,73,59,100,70,40,15,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5329,3481,10000,4900,1600,225,36,0.0,2459.0,5372693.618159999
2017-04-29,212.0,130.0,False,False,False,False,1587.0,5003468.23104,0,False,0,0,90,79,68,90,71,52,15,8,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,6241,4624,8100,5041,2704,225,64,0.0,872.0,3637677.5116
2017-04-30,148.0,101.0,False,False,False,False,1241.0,5894422.18601,0,False,0,0,87,79,70,93,68,43,25,11,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,6241,4900,8649,4624,1849,625,121,0.0,891.0,3559726.6487
2017-05-01,116.0,46.0,False,False,False,False,765.0,3824376.60421,0,False,0,0,79,75,70,90,79,67,23,14,0.29,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241,5625,4900,8100,6241,4489,529,196,0.0841,317.0,769492.7644488891
2017-05-02,146.0,100.0,False,False,False,False,1362.0,5498870.897922,0,False,0,0,78,69,59,87,54,21,23,7,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,4761,3481,7569,2916,441,529,49,0.0,773.0,2511935.14712
2017-05-03,170.0,217.0,False,False,False,False,1610.0,4954722.4177669985,0,False,0,0,71,62,52,59,45,30,15,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,3844,2704,3481,2025,900,225,36,0.0,1986.0,6824683.519986
2017-05-04,118.0,201.0,False,False,False,False,1236.0,3976459.9462809996,0,False,0,0,69,56,43,100,74,48,15,7,1.44,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,3136,1849,10000,5476,2304,225,49,2.0736,1819.0,3398633.24446
2017-05-05,222.0,317.0,False,False,False,False,2013.0,3277349.54624,0,False,0,0,80,69,57,100,73,46,21,9,1.79,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,4761,3249,10000,5329,2116,441,81,3.2041,2868.0,6793932.2313
2017-05-06,124.0,212.0,False,False,False,False,846.0,3877545.5286778,1,True,0,0,62,56,49,89,67,44,16,6,0.15,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,3136,2401,7921,4489,1936,256,36,0.0225,1587.0,5003468.23104
2017-05-07,110.0,148.0,False,False,False,False,1052.0,4685657.884699998,0,False,0,0,66,56,45,74,51,28,17,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,3136,2025,5476,2601,784,289,25,0.0,1241.0,5894422.18601
2017-05-08,94.0,116.0,False,False,False,False,568.0,1867558.1156367,0,False,0,0,68,54,39,92,58,24,12,3,0.0,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,2916,1521,8464,3364,576,144,9,0.0,765.0,3824376.60421
2017-05-09,157.0,146.0,False,False,False,False,1149.0,2343728.924124,0,False,0,0,71,54,36,85,56,26,21,4,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041,2916,1296,7225,3136,676,441,16,0.0,1362.0,5498870.897922
2017-05-10,148.0,170.0,False,False,False,False,1384.0,4039096.888967,0,False,0,0,78,62,45,93,63,33,10,2,0.09,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,3844,2025,8649,3969,1089,100,4,0.0081,1610.0,4954722.4177669985
2017-05-11,99.0,118.0,False,False,False,False,643.0,1770688.85327,1,True,0,0,60,56,52,100,94,87,14,6,0.15,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3136,2704,10000,8836,7569,196,36,0.0225,1236.0,3976459.9462809996
2017-05-12,84.0,222.0,False,False,False,False,661.0,1620753.63552,1,True,0,0,54,52,50,96,93,89,10,6,0.92,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916,2704,2500,9216,8649,7921,100,36,0.8464,2013.0,3277349.54624
2017-05-13,155.0,124.0,False,False,False,False,1264.0,3957784.4623300005,1,True,0,0,69,59,49,93,71,48,14,5,0.12,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,3481,2401,8649,5041,2304,196,25,0.0144,846.0,3877545.5286778
2017-05-14,159.0,110.0,False,False,False,False,1394.0,5286333.440959998,0,False,0,0,84,66,48,93,59,24,17,6,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,4356,2304,8649,3481,576,289,36,0.0,1052.0,4685657.884699998
2017-05-15,167.0,94.0,False,False,False,False,1379.0,4690533.831099999,0,False,0,0,81,69,57,56,35,14,14,5,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,4761,3249,3136,1225,196,196,25,0.0,568.0,1867558.1156367
2017-05-16,224.0,157.0,False,False,False,False,1701.0,4771664.21334,0,False,0,0,83,65,46,86,60,33,16,5,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,4225,2116,7396,3600,1089,256,25,0.0,1149.0,2343728.924124
2017-05-17,177.0,148.0,False,False,False,False,1240.0,4757664.9951100005,0,False,0,0,93,77,60,90,62,33,20,8,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,5929,3600,8100,3844,1089,400,64,0.0,1384.0,4039096.888967
2017-05-18,144.0,99.0,False,False,False,False,1337.0,7038681.8835,0,False,0,0,90,78,66,74,61,47,21,9,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,6084,4356,5476,3721,2209,441,81,0.0,643.0,1770688.85327
2017-05-19,245.0,84.0,False,False,False,False,2194.0,5726243.271111,0,False,0,0,93,80,67,87,63,38,14,4,0.0,0,0,0,0,1,1,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,6400,4489,7569,3969,1444,196,16,0.0,661.0,1620753.63552
2017-05-20,158.0,155.0,False,False,False,False,1316.0,3937627.02189,0,False,0,0,78,72,65,93,78,63,20,8,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,5184,4225,8649,6084,3969,400,64,0.0,1264.0,3957784.4623300005
2017-05-21,107.0,159.0,False,False,False,False,987.0,4798851.982279999,0,False,0,0,68,64,60,78,68,58,12,3,0.0,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,4096,3600,6084,4624,3364,144,9,0.0,1394.0,5286333.440959998
2017-05-22,135.0,167.0,False,False,False,False,1048.0,4183306.8086599996,0,False,0,0,79,70,60,97,83,69,10,3,0.55,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241,4900,3600,9409,6889,4761,100,9,0.30250000000000005,1379.0,4690533.831099999
2017-05-23,107.0,224.0,False,False,False,False,939.0,3210324.1955,0,False,0,0,68,64,60,97,85,72,14,6,0.56,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624,4096,3600,9409,7225,5184,196,36,0.31360000000000005,1701.0,4771664.21334
2017-05-24,113.0,177.0,False,False,False,False,935.0,2903796.62237,0,False,0,0,63,60,57,100,92,84,15,7,0.81,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,3600,3249,10000,8464,7056,225,49,0.6561000000000001,1240.0,4757664.9951100005
2017-05-25,142.0,144.0,False,False,False,False,933.0,2965595.5907267,0,False,0,0,72,65,58,93,75,57,13,5,1.12,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5184,4225,3364,8649,5625,3249,169,25,1.2544000000000002,1337.0,7038681.8835
2017-05-26,298.0,245.0,False,False,False,False,2855.0,6713672.248400001,0,False,0,0,80,68,56,93,65,37,18,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,4624,3136,8649,4225,1369,324,36,0.0,2194.0,5726243.271111
2017-05-27,161.0,158.0,False,False,False,False,1471.0,3595695.21787,0,False,0,0,83,70,57,93,74,54,20,5,0.65,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,4900,3249,8649,5476,2916,400,25,0.4225,1316.0,3937627.02189
2017-05-28,104.0,107.0,False,False,False,False,1080.0,2061995.23556,0,False,0,0,70,66,62,100,89,78,10,2,0.14,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900,4356,3844,10000,7921,6084,100,4,0.019600000000000003,987.0,4798851.982279999
2017-05-29,143.0,135.0,True,False,False,False,1222.0,4008795.022522,0,False,0,0,86,76,65,100,72,43,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5776,4225,10000,5184,1849,144,9,0.0,1048.0,4183306.8086599996
2017-05-30,132.0,107.0,False,False,False,False,785.0,3290800.354990001,0,False,0,0,84,74,63,93,72,51,14,5,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,5476,3969,8649,5184,2601,196,25,0.0,939.0,3210324.1955
2017-05-31,141.0,113.0,False,False,False,False,1266.0,3310308.1247223,0,False,0,0,82,73,63,93,69,45,16,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5329,3969,8649,4761,2025,256,9,0.0,935.0,2903796.62237
2017-06-01,191.0,142.0,False,False,False,False,1579.0,7391739.449044,0,False,0,0,85,73,60,90,62,34,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,5329,3600,8100,3844,1156,144,16,0.0,933.0,2965595.5907267
2017-06-02,275.0,298.0,False,False,False,False,2606.0,6976014.7916,0,False,0,0,85,70,55,93,58,23,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,4900,3025,8649,3364,529,144,9,0.0,2855.0,6713672.248400001
2017-06-03,218.0,161.0,False,False,False,False,2045.0,4261618.916156,0,False,0,0,87,71,54,83,54,25,12,3,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,5041,2916,6889,2916,625,144,9,0.0,1471.0,3595695.21787
2017-06-04,130.0,104.0,False,False,False,False,1377.0,5938976.4271,0,False,0,0,88,72,55,93,64,34,18,7,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5184,3025,8649,4096,1156,324,49,0.0,1080.0,2061995.23556
2017-06-05,125.0,143.0,False,False,False,False,780.0,3180533.191029,0,False,0,0,74,70,66,97,83,68,13,4,0.32,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476,4900,4356,9409,6889,4624,169,16,0.1024,1222.0,4008795.022522
2017-06-06,244.0,132.0,False,False,False,False,1368.0,3830328.3195960005,0,False,0,0,80,71,61,93,65,37,15,5,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5041,3721,8649,4225,1369,225,25,0.0,785.0,3290800.354990001
2017-06-07,219.0,141.0,False,False,False,False,1584.0,4963882.09783,0,False,0,0,73,64,54,90,72,53,15,6,0.01,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5329,4096,2916,8100,5184,2809,225,36,0.0001,1266.0,3310308.1247223
2017-06-08,212.0,191.0,False,False,False,False,1258.0,2996090.880133,0,False,0,0,74,65,56,93,70,47,13,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476,4225,3136,8649,4900,2209,169,25,0.0,1579.0,7391739.449044
